id,vendor_id,pickup_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0429270,2,2016-03-04 19:50:14,1,-74.00736236572266,40.70518112182617,-74.00846862792969,40.72045135498047,N,650
id0847803,2,2016-04-13 22:21:30,1,-73.9955520629883,40.72837829589844,-74.00678253173827,40.73567962646485,N,400
id2007105,2,2016-03-07 16:13:38,1,-73.98587036132812,40.77741241455078,-73.95684814453125,40.76826095581055,N,902
id1323554,1,2016-04-29 15:45:32,1,-73.78966522216798,40.6436653137207,-73.76213836669923,40.70186233520508,N,1083
id3269774,2,2016-05-04 10:54:41,2,-74.00811004638672,40.7387809753418,-74.00559997558595,40.74116134643555,N,141
id1353973,2,2016-04-14 20:37:41,1,-73.86353302001955,40.76964950561523,-73.86113739013672,40.851600646972656,N,1438
id2270501,2,2016-03-02 18:57:57,1,-73.99234008789062,40.769081115722656,-73.9905776977539,40.75759887695313,N,499
id3469181,2,2016-02-18 20:05:46,1,-73.97563934326173,40.75728988647461,-73.98885345458984,40.74848937988281,N,725
id2108137,1,2016-05-14 21:06:42,2,-73.99016571044923,40.718170166015625,-73.99203491210938,40.73116683959961,N,618
id0550511,2,2016-05-30 00:42:12,1,-73.9703369140625,40.756248474121094,-73.88455200195312,40.747501373291016,N,1234
id2250599,1,2016-01-14 07:25:29,1,-73.95865631103516,40.76392364501953,-73.95353698730467,40.772743225097656,N,243
id1445268,2,2016-04-10 18:56:11,2,-73.99443054199219,40.725868225097656,-74.00370788574219,40.72248840332031,N,474
id3646826,2,2016-01-09 17:43:39,1,-73.99112701416014,40.74993133544922,-74.00090026855469,40.73083877563477,N,616
id3143953,2,2016-06-02 11:53:01,1,-73.9888687133789,40.74620056152344,-73.98983001708984,40.756874084472656,N,806
id1593910,1,2016-06-09 07:46:05,1,-73.98703765869139,40.72547149658203,-73.95559692382812,40.76569366455078,N,861
id2137146,2,2016-03-07 22:30:36,1,-73.77676391601562,40.6458854675293,-73.92344665527344,40.76105880737305,N,1402
id3163155,1,2016-02-19 20:51:46,1,-73.98290252685547,40.73477554321289,-73.94654846191406,40.79643630981445,N,976
id0617037,1,2016-04-20 05:09:03,1,-73.97261810302734,40.79107666015625,-73.87033081054686,40.77356719970703,N,949
id0554135,1,2016-04-02 06:55:56,1,-73.96920013427734,40.79841995239258,-73.91750335693358,40.86799240112305,N,715
id1777118,1,2016-02-16 16:28:35,1,-74.00409698486328,40.73912811279297,-73.99199676513672,40.73296737670898,N,486
id0102111,1,2016-04-24 02:14:03,1,-73.95481109619139,40.72060012817383,-73.94783020019531,40.746578216552734,N,432
id2919960,1,2016-01-13 09:45:17,1,-73.97229766845702,40.755767822265625,-73.98765563964845,40.75115203857422,N,979
id0794418,1,2016-05-06 07:23:56,3,-73.99303436279298,40.75164031982422,-73.97718811035155,40.76301956176758,N,691
id1939363,2,2016-01-07 17:45:57,1,-73.99082946777342,40.73458862304688,-74.0023193359375,40.73307800292969,N,393
id1514177,2,2016-04-18 22:07:58,1,-73.9749298095703,40.74172592163085,-73.99431610107422,40.73733520507813,N,570
id2779935,2,2016-05-24 19:20:34,2,-73.98592376708984,40.73831176757813,-73.99614715576173,40.74021911621094,N,571
id1614710,1,2016-04-25 21:04:19,2,-74.0066680908203,40.74160385131836,-73.98696899414062,40.736305236816406,N,463
id1296059,1,2016-06-03 18:57:24,2,-74.00328063964845,40.74885940551758,-73.99906158447266,40.7281608581543,N,896
id3840826,2,2016-02-23 11:03:03,1,-74.00312042236328,40.72746276855469,-73.99327850341797,40.76858520507813,N,1147
id0411600,1,2016-06-30 21:00:15,1,-74.00822448730467,40.71206283569336,-73.99261474609375,40.68351745605469,N,943
id2437937,1,2016-04-05 00:29:58,1,-73.98345184326173,40.74785232543945,-73.92374420166014,40.80791091918945,N,1116
id2484999,1,2016-03-08 20:24:22,1,-73.97274780273438,40.75310134887695,-73.95319366455078,40.779823303222656,N,454
id2748118,2,2016-01-08 20:25:20,2,-73.97599029541014,40.74465942382813,-73.98921203613281,40.74253845214844,N,616
id3644749,1,2016-01-14 22:16:17,1,-73.98683166503906,40.75104522705078,-73.96835327148438,40.76713180541992,N,808
id3468222,2,2016-03-31 16:58:53,1,-73.98783111572266,40.733680725097656,-73.98512268066406,40.7238883972168,N,472
id0899320,1,2016-02-03 00:44:41,1,-73.99163055419923,40.76458358764648,-73.93769836425781,40.80455780029297,N,1149
id0884260,2,2016-01-23 00:01:02,2,-73.96419525146483,40.76773452758789,-73.99030303955078,40.75128555297852,N,85024
id0417466,1,2016-03-21 18:38:58,1,-73.96776580810547,40.762149810791016,-73.98236846923827,40.76666641235352,N,467
id3784258,2,2016-02-05 21:54:58,5,-73.9922866821289,40.75906372070313,-74.0052261352539,40.74066162109375,N,370
id0580990,2,2016-06-25 10:28:36,1,-73.98590087890625,40.77281188964844,-73.97956848144531,40.79048156738281,N,366
id2143087,2,2016-05-28 16:05:50,4,-73.96165466308594,40.779640197753906,-73.96370697021484,40.774505615234375,N,214
id2431657,2,2016-03-09 07:07:12,2,-73.99407196044923,40.75128173828125,-73.98101806640625,40.7635498046875,N,821
id0461171,2,2016-04-23 23:01:13,1,-73.99829864501955,40.74515151977539,-73.99429321289062,40.751121520996094,N,233
id1755580,1,2016-01-20 17:52:35,1,-73.96601104736328,40.76770401000977,-73.97879791259766,40.77244567871094,N,380
id0924655,1,2016-04-03 14:34:19,1,-73.99388122558594,40.749855041503906,-74.00444030761719,40.75215530395508,N,488
id0707745,1,2016-03-08 19:10:35,2,-73.96974182128906,40.76327133178711,-73.9740219116211,40.743736267089844,N,701
id2538667,1,2016-06-10 22:04:49,1,-73.9822769165039,40.768009185791016,-74.17776489257811,40.69447708129883,N,2255
id1935108,1,2016-01-09 14:21:27,1,-73.99610137939453,40.75360870361328,-74.0024185180664,40.75607681274415,N,94
id1050645,2,2016-03-16 18:04:17,1,-73.99463653564453,40.740150451660156,-73.98177337646483,40.7454490661621,N,85755
id1180392,1,2016-02-07 00:49:52,2,-73.78105163574219,40.64501190185547,-73.95730590820312,40.81288528442383,N,2208
id2457996,2,2016-01-15 14:33:47,4,-73.99435424804686,40.751380920410156,-73.98046875,40.76310348510742,N,425
id2957260,2,2016-06-15 08:05:52,1,-73.9839859008789,40.738258361816406,-73.98603820800781,40.75309753417969,N,834
id0877624,2,2016-06-28 10:04:20,1,-73.99919128417969,40.75437927246094,-73.97808837890625,40.73662185668945,N,1802
id0101952,2,2016-05-20 02:02:36,1,-74.00589752197266,40.74002075195313,-73.96289825439453,40.75829315185547,N,1008
id3201751,2,2016-06-17 16:05:56,3,-73.99188995361328,40.7445182800293,-73.98998260498048,40.74713134765625,N,233
id3450362,1,2016-05-12 19:44:38,1,-73.98617553710938,40.7265739440918,-73.99024200439453,40.72488021850585,N,246
id3242248,2,2016-01-22 17:34:23,1,-73.86376953125,40.76982116699219,-73.99137115478516,40.72795867919922,N,1955
id2782700,1,2016-01-14 08:52:04,2,-73.99246978759766,40.75373458862305,-73.9893798828125,40.745620727539055,N,1003
id0748862,2,2016-06-24 20:38:30,1,-73.86284637451173,40.76911926269531,-73.9535903930664,40.8219108581543,N,1657
id0711144,1,2016-06-18 00:07:22,4,-73.94319915771484,40.82598876953125,-73.9827423095703,40.7657356262207,N,1067
id3239214,2,2016-05-15 13:35:50,1,-74.00082397460938,40.75781631469727,-73.9918670654297,40.73533248901367,N,995
id1698983,2,2016-01-17 12:45:08,2,-73.97794342041014,40.76279830932617,-73.91698455810547,40.75468826293945,N,1349
id3843693,1,2016-03-30 21:00:29,1,-73.9612579345703,40.714599609375,-73.94703674316406,40.72507095336913,N,414
id3170090,2,2016-03-05 23:07:15,1,-74.00432586669923,40.74238586425781,-73.99793243408203,40.764026641845696,N,1762
id0970822,1,2016-01-28 23:19:37,1,-73.9910888671875,40.72805404663085,-73.98651885986328,40.751628875732415,N,751
id3751910,1,2016-02-06 17:56:04,2,-73.97732543945312,40.7535514831543,-73.97418975830078,40.7562370300293,N,182
id0073384,1,2016-06-05 12:40:27,1,-73.9901123046875,40.751197814941406,-73.99639892578125,40.76704788208008,N,852
id3495200,2,2016-04-22 19:09:23,1,-73.97489166259766,40.761680603027344,-73.9876708984375,40.72132873535156,N,1607
id3391326,1,2016-05-14 18:53:40,1,-73.97537231445312,40.782142639160156,-73.98368072509766,40.77361679077149,N,942
id1151138,2,2016-06-06 10:38:15,1,-73.9660873413086,40.794898986816406,-73.96015167236328,40.77336883544922,N,899
id1438069,1,2016-04-30 19:46:38,1,-74.0066680908203,40.70941925048828,-73.98634338378906,40.72627639770508,N,644
id1320568,2,2016-06-29 15:57:03,1,-73.99114990234375,40.73931884765625,-73.99964141845702,40.72193908691406,N,592
id0619948,2,2016-02-11 06:43:42,6,-73.97673034667969,40.7398681640625,-73.94795227050781,40.81051635742188,N,1659
id1679778,1,2016-04-13 22:33:32,1,-74.00386047363281,40.74296188354492,-73.89651489257811,40.84973907470703,N,1524
id2779548,2,2016-01-22 19:56:06,5,-73.98480224609375,40.72817993164063,-73.99636840820312,40.72111129760742,N,606
id1593361,2,2016-01-15 06:20:46,1,-74.00028991699219,40.74155044555664,-73.77760314941406,40.64469909667969,N,2412
id3322004,1,2016-06-03 08:30:26,1,-73.95879364013672,40.764122009277344,-73.983154296875,40.76123046875,N,1007
id1919638,2,2016-05-21 01:22:13,1,-74.0037384033203,40.7419319152832,-73.98216247558594,40.76551818847656,N,598
id2158681,1,2016-02-23 13:39:18,1,-73.96221923828125,40.77309799194336,-73.82440948486328,40.72201919555664,N,2172
id2254782,1,2016-03-18 22:46:07,1,-73.98707580566406,40.73300552368164,-74.00514221191406,40.740547180175774,N,444
id0608087,2,2016-03-01 19:41:18,2,-73.97831726074219,40.78844833374024,-73.9848403930664,40.779460906982415,N,332
id1184114,2,2016-05-10 22:55:28,3,-73.98978424072266,40.735145568847656,-73.98426055908203,40.75265121459961,N,509
id0331967,1,2016-03-10 23:45:38,1,-73.98460388183594,40.743019104003906,-73.94664001464845,40.78044128417969,N,737
id1739827,2,2016-06-07 09:03:49,1,-73.99144744873048,40.74986267089844,-74.00798034667969,40.71724319458008,N,967
id3644811,1,2016-05-21 00:46:17,1,-73.9848403930664,40.742488861083984,-73.9535903930664,40.78487014770508,N,882
id0683975,2,2016-02-15 21:46:23,1,-73.97110748291014,40.75508117675781,-73.9807891845703,40.76469039916992,N,675
id0711026,1,2016-05-10 04:57:48,1,-73.96220397949219,40.79523086547852,-73.9864501953125,40.75675964355469,N,636
id1918783,2,2016-05-21 16:43:38,6,-74.0010757446289,40.74668884277344,-74.00025939941406,40.73754119873047,N,563
id2223832,1,2016-05-10 09:11:14,1,-73.99016571044923,40.74592971801758,-74.01497650146483,40.71101379394531,N,1041
id0472289,2,2016-02-18 12:48:49,1,-73.9857406616211,40.746559143066406,-73.9640884399414,40.77362060546875,N,1253
id1378602,2,2016-03-04 12:10:09,1,-73.87297058105469,40.77404022216797,-74.0029067993164,40.7310905456543,N,2574
id1617599,1,2016-05-10 02:07:15,1,-74.00995635986328,40.72079086303711,-73.99081420898438,40.73064041137695,N,681
id3844204,1,2016-03-24 16:26:19,1,-73.95401763916014,40.74296188354492,-73.87247467041014,40.77434539794922,N,1141
id3883042,1,2016-03-29 19:40:50,1,-73.9914321899414,40.73342895507813,-73.97814178466798,40.7251091003418,N,634
id3765163,2,2016-05-29 19:23:49,6,-73.98149871826173,40.76436233520508,-73.99042510986328,40.75142288208008,N,1172
id0071433,2,2016-03-08 15:42:49,1,-73.86312866210938,40.769081115722656,-73.86312866210938,40.769081115722656,N,1959
id0960545,1,2016-03-29 01:34:56,1,-73.96778106689453,40.762859344482415,-73.88126373291014,40.74795150756836,N,1060
id1735723,1,2016-04-20 21:13:05,2,-73.99813842773438,40.72279739379883,-73.97721099853516,40.74358367919922,N,769
id1180297,2,2016-03-23 08:48:18,1,-73.99000549316406,40.75651550292969,-73.9628677368164,40.776611328125,N,1000
id1605504,1,2016-05-04 19:15:22,2,-73.96231842041014,40.76305770874024,-73.96623229980467,40.76199340820313,N,216
id2613191,2,2016-05-27 17:11:48,5,-73.96939086914062,40.75680160522461,-73.99330139160156,40.72446060180664,N,1194
id0640660,2,2016-02-26 15:14:30,1,-73.95556640625,40.76823806762695,-73.98655700683594,40.74665069580078,N,1282
id3577972,1,2016-03-24 22:09:23,1,-73.98296356201173,40.726993560791016,-73.97972106933594,40.71381759643555,N,650
id0291305,2,2016-02-19 11:42:20,2,-73.96998596191406,40.75994491577149,-73.96222686767578,40.77920150756836,N,659
id3609692,1,2016-02-28 00:54:02,1,-73.95244598388672,40.77651977539063,-73.97455596923827,40.753814697265625,N,479
id2753823,2,2016-05-19 15:57:33,1,-73.96952056884766,40.76612091064453,-73.95365142822266,40.788028717041016,N,506
id3053785,2,2016-06-02 21:23:58,5,-73.95578765869139,40.772369384765625,-73.96903228759766,40.76654815673828,N,496
id1809630,2,2016-04-10 01:55:22,6,-73.97799682617188,40.75802993774415,-73.9934310913086,40.75722122192383,N,468
id1126532,2,2016-05-08 10:42:02,1,-73.99346923828125,40.73637008666992,-74.0072708129883,40.71162033081055,N,623
id3944737,2,2016-05-06 15:25:02,1,-73.96509552001955,40.77249145507813,-73.97362518310547,40.76364517211913,N,483
id2739634,2,2016-02-23 17:43:25,1,-73.95269012451173,40.7837142944336,-73.9571304321289,40.771728515625,N,309
id1071962,2,2016-05-08 11:31:21,5,-73.98615264892578,40.75276947021485,-73.87296295166014,40.77447128295898,N,1474
id3806400,2,2016-01-04 20:24:22,1,-73.97289276123048,40.76000595092773,-73.9678726196289,40.80474090576172,N,974
id3060059,2,2016-04-16 01:02:48,1,-73.99492645263672,40.7656135559082,-73.98921203613281,40.73054122924805,N,824
id3826832,1,2016-06-23 06:01:53,1,-73.8054428100586,40.66097259521485,-73.98100280761719,40.77959442138672,N,2917
id2000327,2,2016-05-22 11:23:56,1,-73.96417236328125,40.75664520263672,-73.9613037109375,40.77104949951172,N,376
id0242828,1,2016-01-14 22:45:08,1,-73.99008178710938,40.76729202270508,-73.98208618164062,40.77553176879883,N,231
id1721296,2,2016-01-22 13:51:47,1,-73.9935531616211,40.743202209472656,-73.97378540039062,40.75525665283203,N,842
id2505111,2,2016-05-22 23:35:20,1,-73.98831176757811,40.74869155883789,-73.98763275146483,40.74446868896485,N,116
id2695777,1,2016-06-28 16:17:25,1,-73.98150634765625,40.76174926757813,-73.97422790527344,40.760414123535156,N,568
id0952749,2,2016-06-23 10:06:06,1,-73.99336242675781,40.7275390625,-73.97456359863281,40.76314926147461,N,1647
id3656558,2,2016-04-20 22:46:23,1,-73.97258758544923,40.75767135620117,-73.95260620117188,40.77590942382813,N,698
id1409125,2,2016-01-04 16:38:17,1,-73.9946060180664,40.739013671875,-74.00355529785155,40.73815155029297,N,320
id2019868,2,2016-04-03 11:08:28,1,-74.00349426269531,40.73860168457031,-73.99613189697266,40.690879821777344,N,1005
id0138488,2,2016-06-08 22:06:26,2,-73.98605346679686,40.66943359375,-73.97723388671875,40.68111801147461,N,272
id1893995,2,2016-05-11 17:13:08,1,-73.98454284667969,40.72863388061523,-73.99287414550781,40.761905670166016,N,1696
id1020526,2,2016-01-14 10:46:18,1,-74.00774383544923,40.70514678955078,-74.01533508300781,40.708839416503906,N,211
id1739124,1,2016-04-05 12:29:11,1,-74.00546264648438,40.720314025878906,-73.99224853515625,40.71992111206055,N,606
id2825858,2,2016-02-28 15:10:08,1,-73.98335266113281,40.75996017456055,-73.99131774902342,40.749778747558594,N,417
id2564984,2,2016-03-11 12:38:31,1,-73.98458099365234,40.74846267700195,-73.95760345458984,40.77034378051758,N,1405
id0141036,2,2016-01-20 12:03:20,2,-73.97453308105469,40.75546646118164,-73.8714599609375,40.774356842041016,N,1102
id2105085,2,2016-05-18 18:52:53,1,-73.97257995605469,40.76486587524415,-73.98432922363281,40.760337829589844,N,1343
id0425633,1,2016-04-26 14:27:58,1,-73.9837188720703,40.74967956542969,-74.00495910644531,40.70705795288085,N,1104
id3054110,2,2016-03-12 11:10:49,3,-73.96256256103516,40.77294921875,-73.9719009399414,40.76258850097656,N,313
id3993550,2,2016-01-04 13:36:10,1,-73.97003173828125,40.7527732849121,-73.9979248046875,40.72249603271485,N,787
id3459779,2,2016-02-23 14:50:35,1,-73.98303985595702,40.78340148925781,-73.97554779052734,40.79294967651367,N,227
id0867002,1,2016-03-16 14:56:56,3,-73.99862670898438,40.73469924926758,-73.9976806640625,40.72250747680664,N,564
id3264310,2,2016-06-07 07:38:19,1,-73.99388885498048,40.74132919311523,-73.98164367675781,40.75831985473633,N,545
id1251642,2,2016-03-19 01:31:00,2,-74.00314331054686,40.7330207824707,-74.01634216308595,40.706298828125,N,458
id2272426,1,2016-04-09 09:16:06,1,-73.97156524658203,40.7575798034668,-73.99241638183594,40.74948120117188,N,474
id0179453,2,2016-03-16 13:51:24,5,-73.9529037475586,40.78316879272461,-73.95484161376955,40.76988983154297,N,833
id3371617,2,2016-02-06 21:56:43,1,-74.00225830078125,40.73456954956055,-73.99137115478516,40.72697830200195,N,447
id2982853,2,2016-03-23 19:40:51,1,-73.98738861083984,40.765716552734375,-73.98387145996094,40.75675964355469,N,728
id1788552,2,2016-02-01 19:55:27,1,-73.99082946777342,40.73392105102539,-73.953369140625,40.74127578735352,N,639
id0111763,2,2016-04-04 12:11:38,1,-73.9881591796875,40.743568420410156,-73.97830963134766,40.75225830078125,N,522
id0686601,1,2016-05-08 11:22:06,1,-73.97905731201173,40.744300842285156,-73.96883392333984,40.7584114074707,N,264
id0654634,2,2016-06-25 22:37:23,1,-73.98904418945312,40.75810241699219,-73.95914459228516,40.78047561645508,N,895
id0155089,2,2016-04-25 06:54:33,1,-73.98805236816406,40.74941635131836,-73.97369384765625,40.74555206298828,N,247
id0597666,1,2016-02-21 01:16:48,2,-73.98993682861328,40.718666076660156,-73.97310638427734,40.74460220336913,N,850
id0142084,1,2016-01-28 22:59:12,1,-73.98506927490234,40.71893310546875,-74.00476837158203,40.71881866455078,N,1689
id2153702,1,2016-06-12 15:00:40,1,-73.9939727783203,40.751163482666016,-73.98053741455078,40.7619743347168,N,543
id1461985,2,2016-04-26 20:43:58,6,-74.01303100585938,40.70236206054688,-73.97679901123048,40.67491912841797,N,1153
id2186653,2,2016-03-11 20:55:05,2,-73.99158477783203,40.737606048583984,-73.99291229248048,40.74285888671875,N,458
id2662940,1,2016-01-11 07:30:08,1,-73.98583984375,40.75864791870117,-73.95891571044923,40.80677032470703,N,1409
id3249741,2,2016-06-11 05:53:41,1,-73.97818756103516,40.76509094238281,-73.87036895751955,40.77361297607422,N,1207
id2076477,2,2016-04-08 17:08:18,1,-73.99466705322266,40.74474334716797,-73.95696258544923,40.77670669555664,N,1857
id3775835,2,2016-02-15 22:24:41,1,-73.86315155029298,40.76964950561523,-73.95782470703125,40.76118469238281,N,1131
id1801370,2,2016-02-08 06:12:02,1,-73.78208923339844,40.64459991455078,-73.95748901367188,40.705657958984375,N,2381
id1886736,1,2016-04-01 09:42:19,1,-73.95066833496094,40.7711296081543,-73.96260833740234,40.76321411132813,N,777
id2657514,1,2016-02-13 19:40:54,1,-73.99076080322266,40.76102066040039,-73.97715759277344,40.75222778320313,N,703
id1762827,1,2016-03-12 09:08:20,1,-74.01325225830078,40.707176208496094,-74.00541687011719,40.71988296508789,N,321
id2452929,1,2016-05-20 21:32:06,4,-73.96025848388672,40.764324188232415,-73.97572326660156,40.74713516235352,N,453
id1996010,1,2016-01-25 19:56:08,1,-73.98506927490234,40.76396560668945,-73.9971694946289,40.73417282104492,N,922
id3203661,2,2016-05-12 20:10:36,2,-73.78186798095702,40.64467239379883,-73.967041015625,40.79853820800781,N,3048
id1479331,1,2016-01-01 23:27:06,1,-73.8729248046875,40.77397537231445,-73.91400909423827,40.70465087890625,N,1139
id0085923,2,2016-04-04 14:21:42,1,-73.95612335205078,40.78443145751953,-73.9638671875,40.774131774902344,N,468
id3259852,1,2016-03-27 12:57:45,1,-73.97953033447266,40.76150131225585,-73.9799575805664,40.77947616577149,N,644
id0445988,1,2016-01-15 08:33:20,1,-73.95702362060547,40.76651382446289,-73.99085998535155,40.739830017089844,N,1309
id1281955,2,2016-03-01 11:52:04,1,-73.98885345458984,40.74850082397461,-73.99169921875,40.74087142944336,N,441
id3855255,2,2016-03-18 18:32:43,1,-73.98712158203125,40.75637817382813,-73.87359619140625,40.77259826660156,N,1177
id1010019,1,2016-01-28 01:12:15,1,-73.97905731201173,40.75542068481445,-73.95345306396483,40.77951049804688,N,479
id2859302,2,2016-04-26 20:40:25,5,-73.98272705078125,40.73937606811523,-74.00273132324219,40.760658264160156,N,843
id2689829,1,2016-01-07 09:12:12,1,-73.95731353759766,40.77005386352539,-74.01447296142578,40.70970153808594,N,1332
id0136753,2,2016-05-09 23:31:41,4,-73.9797134399414,40.75262069702149,-73.87841796875,40.842811584472656,N,1673
id0381024,1,2016-06-10 03:51:34,1,-73.98558044433594,40.755313873291016,-73.98918151855469,40.758338928222656,N,151
id0274235,2,2016-04-22 02:49:43,1,-73.96488952636719,40.75970077514648,-73.91036987304686,40.708320617675774,N,1046
id2107507,2,2016-02-20 01:56:11,1,-73.99842071533203,40.74529647827149,-73.98526763916014,40.76356887817383,N,300
id3552070,1,2016-04-17 13:18:07,1,-73.99510955810547,40.73410034179688,-73.9906692504883,40.76633834838867,N,1351
id0687835,2,2016-03-16 23:07:15,1,-73.99359130859375,40.74208068847656,-73.97942352294923,40.72914123535156,N,519
id3033038,2,2016-06-26 10:02:52,1,-73.993408203125,40.72975158691406,-74.00686645507811,40.7298583984375,N,415
id2918907,2,2016-01-08 15:58:22,1,-73.98537445068358,40.74443054199219,-73.97047424316406,40.76237869262695,N,803
id1259055,2,2016-05-29 15:27:39,1,-73.95408630371094,40.79067993164063,-73.97154235839844,40.795257568359375,N,336
id3871437,1,2016-05-22 10:35:42,1,-73.98196411132812,40.75637817382813,-74.00832366943358,40.73649597167969,N,1224
id0636473,1,2016-01-26 22:40:10,2,-73.98833465576173,40.75920486450195,-73.95023345947266,40.78554153442383,N,931
id2239204,2,2016-06-12 13:19:38,6,-74.00347137451173,40.726810455322266,-74.01065826416014,40.71742630004883,N,282
id3295953,1,2016-04-10 19:18:22,1,-73.96072387695312,40.801605224609375,-73.9460678100586,40.79570388793945,N,448
id2193406,2,2016-03-27 16:19:01,2,-73.95509338378906,40.780250549316406,-74.0069808959961,40.73492813110352,N,1273
id0644615,2,2016-04-10 19:48:48,1,-73.98745727539062,40.76953887939453,-73.96656036376955,40.759971618652344,N,649
id0816784,2,2016-03-05 20:57:46,1,-73.99889373779298,40.739601135253906,-74.00002288818358,40.73128128051758,N,777
id1268350,2,2016-02-11 18:11:11,1,-73.99268341064453,40.742942810058594,-73.99288177490234,40.730228424072266,N,750
id0004924,1,2016-06-22 22:44:12,1,-73.97948455810547,40.686614990234375,-74.0028305053711,40.68484878540039,N,535
id0962298,1,2016-02-22 09:54:26,1,-73.97808837890625,40.75444030761719,-73.95840454101562,40.76444625854492,N,900
id1428993,2,2016-02-16 19:06:09,1,-73.97019958496094,40.7564582824707,-73.95516967773438,40.78190994262695,N,611
id1610105,1,2016-04-13 16:58:37,2,-74.00248718261719,40.74458694458008,-73.94911193847656,40.77080535888672,N,2771
id2934272,1,2016-04-05 21:30:40,1,-73.98997497558594,40.73210906982422,-73.98075103759766,40.73367309570313,N,268
id1055018,1,2016-02-21 12:26:49,1,-73.99667358398438,40.74274826049805,-74.0006103515625,40.729896545410156,N,482
id3188969,1,2016-05-19 19:24:55,1,-73.98648834228516,40.73440170288085,-73.99053955078125,40.737171173095696,N,270
id3404597,1,2016-04-04 15:23:36,1,-73.98126220703125,40.74163055419922,-73.78874969482422,40.64739990234375,Y,3280
id2333375,2,2016-04-08 06:32:14,1,-73.97370910644531,40.78972625732422,-74.0093765258789,40.7475471496582,N,685
id0411691,1,2016-02-23 18:08:46,1,-73.99247741699219,40.74372863769531,-73.97930145263672,40.74949645996094,N,414
id0363929,2,2016-01-06 17:18:50,2,-73.93755340576173,40.81287384033203,-73.93657684326173,40.809913635253906,N,116
id0473087,1,2016-05-23 18:58:33,1,-73.98845672607422,40.768951416015625,-73.98929595947266,40.76308059692383,N,117
id2193832,2,2016-02-15 18:12:34,3,-74.00810241699219,40.73920822143555,-73.99443054199219,40.72119140625,N,1001
id3584177,2,2016-05-08 06:47:53,1,-73.93809509277342,40.79674911499024,-73.95942687988281,40.7674560546875,N,320
id2812650,2,2016-06-12 01:59:39,2,-73.9124526977539,40.744083404541016,-73.8358154296875,40.76290512084961,N,948
id1988632,1,2016-04-01 05:23:41,1,-73.98287200927734,40.761314392089844,-73.99735260009766,40.74966049194336,N,274
id2941302,1,2016-06-26 18:25:32,1,-74.0171890258789,40.70532989501953,-74.00875854492188,40.71220779418945,N,367
id3263364,2,2016-06-06 11:37:11,1,-73.97723388671875,40.76459884643555,-73.95871734619139,40.76897811889648,N,566
id0993815,2,2016-05-29 08:13:22,1,-73.99763488769531,40.765357971191406,-73.99493408203125,40.75006484985352,N,515
id2280614,1,2016-05-16 21:19:49,2,-73.98692321777342,40.74506378173828,-73.97880554199219,40.75230026245117,N,363
id1841672,2,2016-06-24 15:26:28,1,-73.78946685791014,40.643157958984375,-73.9483413696289,40.77124786376953,N,4891
id2575158,2,2016-04-29 08:36:12,2,-74.00151062011719,40.7456283569336,-73.99494171142578,40.7501106262207,N,157
id3802040,1,2016-06-17 12:58:39,1,-73.98976898193358,40.73542785644531,-73.97132110595702,40.75945281982422,N,1045
id3194657,1,2016-01-08 16:59:16,1,-73.98030853271484,40.78525924682617,-73.97605895996094,40.74722671508789,N,1311
id2319282,2,2016-03-18 05:35:35,1,-73.98297882080078,40.76151657104492,-73.99140167236328,40.74995040893555,N,654
id1302418,1,2016-01-08 21:24:03,1,-73.95084381103516,40.77907943725585,-73.98326110839844,40.743812561035156,N,1860
id2062469,2,2016-03-19 22:41:48,1,-73.98448944091797,40.74290084838867,-73.99017333984375,40.719871520996094,N,1294
id2694985,1,2016-06-03 08:14:22,1,-73.97077178955078,40.79583740234375,-73.96945953369139,40.787147521972656,N,583
id1755066,2,2016-05-11 10:16:12,1,-73.87107849121094,40.773868560791016,-74.0003204345703,40.71988296508789,N,2549
id2665304,1,2016-03-26 16:37:53,1,-73.97857666015625,40.77794647216797,-74.0160140991211,40.71501541137695,N,1687
id1937575,1,2016-03-26 02:33:01,3,-74.00929260253906,40.71340560913085,-73.95649719238281,40.76713562011719,N,1345
id0109659,2,2016-06-29 22:24:55,5,-74.00309753417969,40.74163055419922,-74.00231170654298,40.74776840209961,N,297
id3690959,2,2016-06-25 17:05:14,1,-74.00199127197266,40.72987747192383,-73.99319458007811,40.729896545410156,N,431
id0154629,1,2016-05-15 09:54:43,1,-73.87076568603516,40.77374649047852,-73.99339294433594,40.75237274169922,N,2092
id3734569,2,2016-01-09 11:43:58,1,-73.9605484008789,40.7698974609375,-73.94584655761719,40.79123306274415,N,348
id0454344,2,2016-05-10 15:00:56,2,-73.97217559814453,40.75703048706055,-73.98612976074219,40.73456573486328,N,571
id3888554,1,2016-05-27 12:40:21,1,-73.9781951904297,40.74843978881836,-73.96913146972656,40.76930618286133,N,1045
id0403771,2,2016-01-27 06:44:31,1,-73.94728088378906,40.779640197753906,-73.94415283203125,40.81977844238281,N,737
id3582215,1,2016-02-13 01:55:23,1,-73.9874038696289,40.72249603271485,-73.93790435791014,40.84367752075195,N,1462
id2434522,1,2016-04-28 15:52:19,1,-73.96578979492188,40.75857162475585,-73.97396087646483,40.75173568725585,N,196
id3163638,1,2016-04-27 18:53:59,1,-73.96521759033203,40.769248962402344,-73.99267578125,40.7394905090332,N,1880
